frame_path,angle
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230514_821.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224124_360.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231000_434.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224221_715.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230603_716.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230553_841.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230807_963.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230300_849.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230709_326.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225439_739.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230232_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225412_252.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223632_602.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230552_967.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225540_119.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225603_496.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225422_373.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230513_830.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230727_815.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223637_231.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224206_354.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225451_623.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224406_708.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223620_871.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224034_762.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230727_952.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224338_971.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223824_987.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230559_725.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225844_717.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223705_618.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230905_691.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225859_103.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230742_084.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225315_605.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230450_202.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230026_962.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230016_360.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230837_440.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230728_946.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224357_966.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224354_095.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224221_838.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230654_072.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223913_854.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230705_329.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224423_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230131_461.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225602_607.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224050_217.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230924_444.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225916_610.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223904_981.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225505_881.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230705_838.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224352_725.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230158_207.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225526_734.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225439_874.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230204_729.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224134_606.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230125_976.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230217_208.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224027_841.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225720_613.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223717_252.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224026_606.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223730_493.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230929_322.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223722_363.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225854_472.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225640_363.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224231_476.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230318_218.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230648_819.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230642_330.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230022_087.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224135_339.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223713_226.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225927_105.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230836_082.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225838_845.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224353_966.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224405_832.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223648_249.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225445_606.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224149_216.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224056_716.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225935_241.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230157_587.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225538_371.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230027_714.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224313_330.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230508_335.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230257_347.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230955_563.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230859_579.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230421_078.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230105_711.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230809_841.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223705_242.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230557_086.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230958_444.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224122_219.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224151_460.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230506_450.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224101_981.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223732_099.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223812_856.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230537_209.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230932_941.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230847_075.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225315_366.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230150_725.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230707_952.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223835_858.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223716_487.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223623_870.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230612_571.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225820_493.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223559_619.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230812_573.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223912_487.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224020_109.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225600_229.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224007_601.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230057_839.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230011_973.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230541_833.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230520_083.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225634_345.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225850_102.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230910_705.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223947_848.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230455_828.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230122_841.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223657_856.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230845_959.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223638_983.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224114_620.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230727_315.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230401_215.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225750_851.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225454_977.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230153_961.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230213_850.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230043_603.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230709_945.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230919_690.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230121_960.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230949_944.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230806_713.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230538_464.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225332_141.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224357_593.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225411_858.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230247_343.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224316_961.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230318_353.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230414_454.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225711_349.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225551_475.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230531_824.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224232_610.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230903_946.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230950_075.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223718_227.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224249_349.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230921_202.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230952_323.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230045_356.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230624_199.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224035_215.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231053_573.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230811_328.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230340_831.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230713_319.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225841_625.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230018_468.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225422_616.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230812_207.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225433_496.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225627_616.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230559_475.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230814_064.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230224_592.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225905_729.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230917_824.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230243_095.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230542_582.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230033_089.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224101_480.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225643_848.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224126_467.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225610_616.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223818_364.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225541_113.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230021_463.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224147_848.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225725_737.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230529_339.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230500_069.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223816_357.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230029_847.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223747_481.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225957_486.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230607_203.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225839_855.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224051_858.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225610_738.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224113_479.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230941_966.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223648_375.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225837_226.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225910_844.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230534_849.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225624_724.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225418_235.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224116_840.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230820_817.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230346_954.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230347_824.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230608_706.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224045_356.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230732_066.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225647_846.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230318_598.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223721_475.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230502_828.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230749_816.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230847_576.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225936_735.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224014_726.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230654_715.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224259_727.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230625_953.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224244_716.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225537_351.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225824_466.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230449_329.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223844_720.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230221_955.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225642_226.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230046_219.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224116_966.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224113_983.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230002_714.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224007_722.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230621_822.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225414_247.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230130_099.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230649_071.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225847_732.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223720_732.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230636_211.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224140_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223627_001.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225814_973.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225431_495.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225849_838.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230237_834.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225514_479.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224033_479.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224144_980.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225733_119.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230928_449.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230629_948.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224212_619.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230534_956.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224109_109.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230707_586.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230401_078.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224334_965.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230555_070.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230939_197.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223628_364.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230028_737.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230102_726.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230426_451.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224307_101.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231101_576.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224049_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223643_225.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225943_106.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230250_335.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223826_105.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223629_629.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224342_709.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224123_336.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225705_854.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223932_850.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230236_090.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223634_223.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225848_985.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225325_240.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230633_344.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223853_487.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225655_733.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224335_230.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225734_607.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231007_329.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225631_103.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225916_988.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230342_861.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230357_831.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223839_612.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224115_337.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224005_992.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224358_077.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223605_486.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230145_709.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230942_309.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223923_358.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230736_341.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230932_082.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224145_361.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225538_743.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231010_930.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225702_974.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223908_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230230_222.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225906_986.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230725_455.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230525_076.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223624_874.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230349_708.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230248_839.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225642_983.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230014_222.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225845_600.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225852_723.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224019_344.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225751_490.jpg,60
